4	2026-09-09T17:46:49.172441527-0400	0	127.0.0.1	60526	127.0.0.1	80	GET	/image.html	127.0.0.1
8	2026-09-09T17:46:49.921779440-0400	0	127.0.0.1	60526	127.0.0.1	80	GET	/lab_photo.jpg	127.0.0.1
16	2026-09-09T17:46:49.978438162-0400	0	127.0.0.1	60526	127.0.0.1	80	GET	/favicon.ico	127.0.0.1
