6	2026-09-09T17:46:49.262040991-0400	0	200	text/html	151
14	2026-09-09T17:46:49.926880279-0400	0	200	image/jpeg	68661
18	2026-09-09T17:46:49.984567002-0400	0	404	text/html; charset=iso-8859-1	311
